Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After,TA_lag,Total Liabilities_lag
PTPP.JK,2019Q2,Construction and Materials,0.462928655,1,53504482053140,40695149265640,-18.07024826,-2.265364062,0,0,5.25151E+13,3.96216E+13
PTRO.JK,2019Q2,"Oil, Gas and Coal",0.84224475,2,7797169500000,5118320875000,-19.01566273,16.72377851,0,0,7.95493E+12,5.19993E+12
PTSN.JK,2019Q2,Electronic and Electrical Equipment,0.43414239,2,3737603820000,2736410260000,1.127909273,118.534096,1,0,3.29258E+12,2.29886E+12
PTSP.JK,2019Q2,Travel and Leisure,4.081152694,7,331299331000,169804881000,38.58063564,27.04698947,1,0,2.98388E+11,1.48065E+11
PWON.JK,2019Q2,Real Estate Investment and Services Development,3.036200737,5,25577309556000,12139308495000,33.90301354,3.699788257,1,0,2.54582E+13,1.2422E+13
PYFA.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,0,184442804440,70493078640,14.52926321,-0.846332803,0,0,1.91306E+11,68129603050
RALS.JK,2019Q2,Retailers,8.897746573,13,6265710000000,2170233000000,0.268441073,-0.120003206,1,0,5.25022E+12,1.32863E+12
RANC.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,2,904618820260,388780517820,-2.350016988,1.748405796,0,0,8.95256E+11,3.81332E+11
RBMS.JK,2019Q2,Real Estate Investment and Services Development,-0.472605042,-1,816004881340,204326087180,-145.5361207,34.16958387,1,0,8.19956E+11,2.75592E+11
RELI.JK,2019Q2,Investment Banking and Brokerage Services,1.081373999,1,656392082880,140873029480,-19.72830879,176.5399719,1,0,6.00528E+11,1.36432E+11
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,-22,902227111500,305989556250,-892.6966667,3.626519653,1,0,1.08084E+12,3.56856E+11
RIMO.JK,2019Q2,Retailers,-1.054959367,-1,5931495055100,1078716858790,-189.8909115,823.1585912,1,0,5.87574E+12,5.81123E+11
RMBA.JK,2019Q2,Tobacco,-0.545488652,-1,15661468000000,6513618000000,-89.15562868,9.943646499,1,0,1.48796E+13,5.44093E+12
RODA.JK,2019Q2,Real Estate Investment and Services Development,-0.287729407,0,3986825155330,1594176602080,1030.766967,37.14824825,1,0,4.02651E+12,1.57987E+12
ROTI.JK,2019Q2,Food Producers,0.510771029,1,4408257713500,1524858918620,546.567314,28.89587042,0,0,4.47073E+12,1.56491E+12
RUIS.JK,2019Q2,"Oil, Gas and Coal",0.643242537,2,1047727921390,593685392460,22.92039119,21.63032706,0,0,1.00674E+12,5.84422E+11
SAME.JK,2019Q2,Health Care Providers,0.026442783,0,2533007041550,1202092546920,-20.13592485,9.800695425,0,0,2.55985E+12,1.22961E+12
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,2,4318732115150,1309163053940,37.15134747,18.29838361,1,0,4.31562E+12,1.2517E+12
SCMA.JK,2019Q2,Media,4.244309767,6,6901397056000,1893652303000,-36.41773477,14.6258807,1,0,6.56503E+12,1.62928E+12
SCPI.JK,2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1,1701108313000,1126081062000,-93.66150725,4.461288669,0,0,1.38388E+12,8.16927E+11
SDMU.JK,2019Q2,Industrial Transportation,-2.833252232,-5,347910575070,166963412830,-99.63977952,15.19741943,1,0,3.58266E+11,1.71284E+11
SDPC.JK,2019Q2,Pharmaceuticals and Biotechnology,0.291289226,2,1289456537020,1053986166840,5.407889486,18.73068149,0,0,1.28323E+12,1.04708E+12
SGRO.JK,2019Q2,Food Producers,-0.245902414,-1,9205998376000,5318053489000,-80.61537134,-8.926556849,0,0,8.93285E+12,5.02495E+12
SHID.JK,2019Q2,Travel and Leisure,-1.070796877,-2,1476397729830,554267309440,-76.37691634,-27.99200702,1,0,1.49588E+12,5.57511E+11
SHIP.JK,2019Q2,Industrial Transportation,1.617319348,4,3384599165000,2370665155950,66.74013968,42.45070333,1,0,3.45227E+12,2.32133E+12
SIDO.JK,2019Q2,Food Producers,4.889977142,5,3270931000000,304222000000,29.08687607,6.575048972,0,0,3.48771E+12,3.75687E+11
SILO.JK,2019Q2,Health Care Providers,0.021634139,0,7854207000000,1561798000000,568.5022026,18.89095209,0,0,7.89867E+12,1.60885E+12
SIMP.JK,2019Q2,Food Producers,-1.018853275,-2,35228131000000,20666308000000,-49.21851254,-6.619210823,0,0,3.54975E+13,1.98032E+13
SIPD.JK,2019Q2,Food Producers,0.770222788,2,2397208000000,1366679000000,327.7602524,32.76228801,0,0,2.22042E+12,1.34739E+12
SKBM.JK,2019Q2,Food Producers,-0.00678084,0,1707987012030,837468626650,-9.560899469,0.847453282,0,0,1.72542E+12,8.83564E+11
SKLT.JK,2019Q2,Food Producers,1.626114202,4,798532985220,407214672360,104.8844127,22.03877301,0,0,7.56323E+11,4.07525E+11
SMAR.JK,2019Q2,Food Producers,-0.690580123,-2,27333764000000,17013643000000,-177.9503362,-8.859119429,0,0,2.83672E+13,1.56586E+13
SMBR.JK,2019Q2,Construction and Materials,0.061990452,0,5582350664000,2126628542000,4.502670651,5.503727183,0,0,5.47589E+12,2.00138E+12
SMCB.JK,2019Q2,Construction and Materials,-0.820438104,-3,19036815000000,12902038000000,-165.393823,-6.731740661,0,0,1.88663E+13,1.25746E+13
SMDM.JK,2019Q2,Real Estate Investment and Services Development,0.743036216,1,3181607318440,1401652734900,40.77463793,13.69968986,1,0,3.17424E+12,1.4034E+12
SMDR.JK,2019Q2,Industrial Transportation,-5.977597976,-11,7821220985000,5160737543750,-2549.249034,-11.88551504,1,0,8.45948E+12,5.44396E+12
SMGR.JK,2019Q2,Construction and Materials,0.31352895,1,76983221895000,46703650944000,0.454524761,22.91252147,0,0,7.7964E+13,4.66915E+13
SMMT.JK,2019Q2,"Oil, Gas and Coal",2.190315774,3,843904441920,300890093090,558.5508504,79.86737217,0,0,9.00566E+11,3.07454E+11
SMRA.JK,2019Q2,Real Estate Investment and Services Development,0.472987189,2,23947342787000,16968182703000,7.272339381,9.84475266,1,0,2.39171E+13,1.63957E+13
SMRU.JK,2019Q2,Industrial Metals and Mining,-2.395472596,-5,1821593806820,899791829570,-9.828010084,3.231908858,1,0,1.82559E+12,9.49958E+11
SMSM.JK,2019Q2,Automobiles and Parts,4.176188418,6,2798580000000,866818000000,-1.013324771,-2.644987767,1,0,2.97286E+12,9.79544E+11
SOCI.JK,2019Q2,Industrial Transportation,0.551949328,1,9753468157500,4944012370050,95.84213153,20.23400954,1,0,9.68541E+12,4.93013E+12
SONA.JK,2019Q2,Travel and Leisure,1.238689335,2,1266045919460,464359940350,-85.61465503,-21.63537019,1,0,1.30056E+12,5.14761E+11
SPMA.JK,2019Q2,Industrial Materials,1.49565718,2,2205557092450,878300952160,61.9826204,16.0332242,1,0,2.1393E+12,8.44817E+11
SRAJ.JK,2019Q2,Health Care Providers,0.14220731,0,2871347531710,1025098119470,-139.3045704,43.11556041,0,0,2.73888E+12,8.97168E+11
SRIL.JK,2019Q2,Personal Goods,2.031630698,5,19884845022900,12190351612500,0.280632595,22.38190589,1,0,1.96114E+13,1.22159E+13
SRTG.JK,2019Q2,Investment Banking and Brokerage Services,9.244651386,12,23051197000000,4514322000000,-291.0129561,-326.6376391,1,0,2.11395E+13,4.35496E+12
SSIA.JK,2019Q2,Construction and Materials,-0.115146626,-1,7615311116120,3453694804450,-24.29400408,62.08904786,0,0,7.38432E+12,3.4602E+12
SSMS.JK,2019Q2,Food Producers,-1.147111359,-3,11244079099000,6961383609000,-41.71301981,-34.44666037,0,0,1.11307E+13,7.24549E+12
SSTM.JK,2019Q2,Personal Goods,-0.001421902,0,537498186840,336571879200,-871.214906,-3.186699605,1,0,5.53788E+11,3.46924E+11
STTP.JK,2019Q2,Food Producers,4.205722581,6,2587391235950,1050418697580,41.97332361,34.22520208,0,0,2.81594E+12,1.00062E+12
SUPR.JK,2019Q2,Telecommunications Service Providers,-0.155703655,-1,11080430000000,8115581000000,-11.41704488,-9.313232694,0,0,1.16705E+13,8.70058E+12
TALF.JK,2019Q2,General Industrials,0.365198324,0,1099052944140,167138754330,-40.93523399,-19.19819535,1,0,9.81436E+11,2.30077E+11
TARA.JK,2019Q2,Real Estate Investment and Services Development,0.027043701,0,1122869606030,78018263220,-52.25381774,-52.1218432,1,0,1.12278E+12,77639615100
TBIG.JK,2019Q2,Telecommunications Equipment,0.593848748,5,29282800000000,25564983000000,6.682650702,9.984916696,0,0,2.91311E+13,2.57431E+13
TBLA.JK,2019Q2,Food Producers,0.942669098,3,16585480000000,11609861000000,-0.981955624,4.704074863,0,0,1.65767E+13,1.15762E+13
TBMS.JK,2019Q2,Industrial Metals and Mining,0.814050915,3,2405639343750,1774980270000,124.2444921,-18.90431711,1,0,2.75422E+12,2.12613E+12
TCID.JK,2019Q2,Personal Goods,0.902408031,1,2509930548990,584790467640,6.525466423,11.3645834,1,0,2.63937E+12,4.7268E+11
TELE.JK,2019Q2,Telecommunications Equipment,0.149853874,0,8339085000000,4301875000000,52.02872797,-11.61578093,0,0,8.11695E+12,4.74755E+12
TFCO.JK,2019Q2,Chemicals,-0.004500139,0,4490448805000,390254090850,-109.5679675,-6.44997609,0,0,4.5847E+12,3.93035E+11
TGKA.JK,2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,9,2837509140310,1923957349660,77.15347852,10.39309664,0,0,3.27214E+12,2.24756E+12
TGRA.JK,2019Q2,Electricity,0.273987311,0,470822438120,161147873090,-659.3477936,139.5200205,1,0,4.00059E+11,1.43927E+11
TIFA.JK,2019Q2,Finance and Credit Services,0.663080047,3,1339998899000,984781141000,-4.285955614,-4.950663669,0,0,1.45103E+12,1.09751E+12
TINS.JK,2019Q2,Industrial Metals and Mining,-0.442166826,-1,20650448000000,11019884000000,372.857372,140.0041843,1,0,1.793E+13,9.07252E+12
TIRA.JK,2019Q2,Industrial Engineering,-0.252318585,0,343587680810,183759960420,-172.7761675,25.07956035,1,0,3.15332E+11,1.58441E+11
TKIM.JK,2019Q2,Industrial Materials,1.908094816,4,42419861000000,23756649150000,33.10853747,-1.989492275,1,0,4.20035E+13,2.4868E+13
TLKM.JK,2019Q2,Telecommunications Service Providers,3.217037327,5,215699000000000,114003000000000,10.58098915,7.743950039,0,0,2.19111E+14,1.07286E+14
TMAS.JK,2019Q2,Industrial Transportation,1.49063915,4,2840964913350,1722469798910,13.38568869,8.940252025,1,0,2.83743E+12,1.76944E+12
TOBA.JK,2019Q2,"Oil, Gas and Coal",2.559190007,4,7361586563750,4707385957950,-53.09037979,51.01091742,0,0,7.41384E+12,4.58178E+12
TOPS.JK,2019Q2,Construction and Materials,0.541837953,1,3320694823690,1891163241010,-33.86449834,-44.27765633,0,0,3.48063E+12,2.06952E+12
TOTL.JK,2019Q2,Construction and Materials,1.246392424,4,2981500726000,1957556234000,-16.93299165,-10.49042135,0,0,3.3104E+12,2.18889E+12
TOTO.JK,2019Q2,Construction and Materials,0.780613884,1,2766391375430,856311409370,-75.30181591,-20.88919489,0,0,2.86829E+12,8.97644E+11
TOWR.JK,2019Q2,Telecommunications Service Providers,2.073529256,6,26050647000000,15766649000000,2.100618569,7.179933614,0,0,2.42071E+13,1.49263E+13
TPIA.JK,2019Q2,Chemicals,0.504692029,1,45108554750000,20086823500000,-34.70526251,-16.31269035,0,0,4.32854E+13,1.79267E+13
TPMA.JK,2019Q2,Industrial Transportation,1.223725586,2,1552253597500,507399097500,-39.36663172,-7.348613225,1,0,1.57953E+12,4.75497E+11
TRAM.JK,2019Q2,Industrial Transportation,1.433497399,3,11321558949000,1409565186600,-123.1168317,484.0488448,1,0,1.2971E+12,1.67132E+12
TRIM.JK,2019Q2,Investment Banking and Brokerage Services,1.009190384,2,1680046067000,854801923000,2.427128006,-3.47811998,1,0,1.49604E+12,6.86816E+11
TRIS.JK,2019Q2,Personal Goods,0.083258312,-1,639964877090,393290973230,12.47008206,70.3573736,1,0,6.4944E+11,4.0173E+11
TRST.JK,2019Q2,General Industrials,0.250774599,1,4396729370300,2203199109180,5.859494274,7.225085195,1,0,4.34153E+12,2.12634E+12
TRUS.JK,2019Q2,Investment Banking and Brokerage Services,1.800504517,2,300504792340,24120510450,8.067048871,9.328295634,1,0,2.94286E+11,23256210930
TSPC.JK,2019Q2,Pharmaceuticals and Biotechnology,1.588278645,2,8064809077590,2758396213060,3.886868022,9.716608285,0,0,8.09992E+12,2.73308E+12
TURI.JK,2019Q2,Retailers,2.37797619,4,6298241000000,2573149000000,26.0650796,-4.506199766,1,0,6.20256E+12,2.49779E+12
ULTJ.JK,2019Q2,Food Producers,3.476990591,4,6175342000000,1145099000000,16.92443618,16.88440234,0,0,5.85489E+12,8.94632E+11
UNIC.JK,2019Q2,Chemicals,0.576810679,1,3121097007500,918965336250,-58.90992485,-25.15742293,0,0,3.17923E+12,1.13593E+12
UNIT.JK,2019Q2,Investment Banking and Brokerage Services,-0.022568124,0,420832801630,292164930230,-3.95892219,71.31661391,1,0,4.26194E+11,2.92168E+11
UNTR.JK,2019Q2,Industrial Engineering,2.182048976,5,118272343000000,63471726000000,0.230360349,3.835281173,1,0,1.16925E+14,6.0698E+13
UNVR.JK,2019Q2,"Personal Care, Drug and Grocery Stores",8.884577097,28,21827321000000,16752108000000,15.61176611,3.406143059,0,0,2.204E+13,1.29776E+13
VICO.JK,2019Q2,Investment Banking and Brokerage Services,0.072473968,1,29753024294000,27082151635000,-51.02825577,8.57893594,1,0,2.90115E+13,2.88037E+13
VOKS.JK,2019Q2,Technology Hardware & Equipment,1.515345657,4,2432669715360,1522542526590,403.9144188,32.26748165,0,0,2.52353E+12,1.56275E+12
VRNA.JK,2019Q2,Finance and Credit Services,-0.731841949,-3,2607815045000,2119588261000,-10.60589223,27.00861732,0,0,2.77985E+12,1.29436E+12
WAPO.JK,2019Q2,Food Producers,-1.03080623,-1,102245111740,9533743440,-166.7720411,-15.0290875,0,0,87404322140,12972327050
WEHA.JK,2019Q2,Travel and Leisure,0.855308279,2,325500985540,183456963310,9.227765828,10.57387485,1,0,3.28224E+11,1.88399E+11
WICO.JK,2019Q2,Retailers,-1.715550667,-3,396195417030,132842655140,512.0234462,38.08501737,1,0,4.1949E+11,1.49141E+11
WIIM.JK,2019Q2,Tobacco,0.253344157,0,1288492474530,288287850290,273.0800504,-1.080919133,1,0,1.31627E+12,3.1072E+11
WIKA.JK,2019Q2,Construction and Materials,1.145187902,4,59638894460000,42929876283000,26.99864423,-27.68770855,0,0,5.80194E+13,4.44264E+13
WINS.JK,2019Q2,Industrial Transportation,-1.080997746,-2,3767088345000,1729464293750,128.2380273,-12.61931169,1,0,3.84324E+12,1.75425E+12
WOMF.JK,2019Q2,Finance and Credit Services,0.407565226,3,8360758000000,7168531000000,-9.459964356,-6.999440804,0,0,8.66768E+12,7.51714E+12
WOOD.JK,2019Q2,Household Goods and Home Construction,1.352118623,3,4867896076500,1998563901410,8.765745653,10.82465963,0,0,4.5032E+12,2.14872E+12
WSBP.JK,2019Q2,Construction and Materials,0.614917766,1,14702052913750,6448428229940,-52.87125599,4.650697917,0,0,1.46219E+13,7.34008E+12
WSKT.JK,2019Q2,Construction and Materials,0.167029431,2,132574015828860,114549693976480,-66.43016226,-41.79854675,0,0,1.28952E+14,1.10239E+14
WTON.JK,2019Q2,Construction and Materials,1.084933854,3,8847623306060,5619164507280,21.33727243,-4.147006123,0,0,8.60852E+12,5.8173E+12
YPAS.JK,2019Q2,Chemicals,-0.714192546,-2,301324114550,207530509740,-105.6508296,-5.020258789,0,0,3.25612E+11,2.12805E+11
YULE.JK,2019Q2,Investment Banking and Brokerage Services,0.811709944,1,382977599260,4185210590,321.0407204,-38.7173913,1,0,3.71063E+11,31774659390
ZINC.JK,2019Q2,Industrial Metals and Mining,4.004027402,8,1300213401170,678317816530,45.93197141,24.03658396,1,0,1.32679E+12,7.29209E+11
