Firm,Period,ROA_in_percent,Treated,After_YoY,ICB Sector
RANC.JK,2019Q2,1.405056546,0,0,"Personal Care, Drug and Grocery Stores"
RBMS.JK,2019Q2,-0.472605042,0,0,Real Estate Investment and Services Development
RDTX.JK,2019Q2,2.437255527,1,0,Personal Goods
REAL.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
RELI.JK,2019Q2,1.081373999,0,0,Investment Banking and Brokerage Services
RICY.JK,2019Q2,-0.143442256,1,0,Personal Goods
RIGS.JK,2019Q2,-15.51475241,1,0,Industrial Transportation
RIMO.JK,2019Q2,-1.054959367,1,0,Retailers
RISE.JK,2019Q2,0.113712048,0,0,Real Estate Investment and Services Development
RMBA.JK,2019Q2,-0.545488652,1,0,Tobacco
ROCK.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
RODA.JK,2019Q2,-0.287729407,0,0,Real Estate Investment and Services Development
RONY.JK,2019Q2,0,0,0,Construction and Materials
ROTI.JK,2019Q2,0.510771029,0,0,Food Producers
RUIS.JK,2019Q2,0.643242537,0,0,"Oil, Gas and Coal"
SAFE.JK,2019Q2,0.687104897,1,0,Travel and Leisure
SAME.JK,2019Q2,0.026442783,0,0,Health Care Providers
SAMF.JK,2019Q2,0,0,0,Chemicals
SAPX.JK,2019Q2,7.895556531,1,0,Industrial Transportation
SATU.JK,2019Q2,-0.708837192,0,0,Real Estate Investment and Services Development
SBAT.JK,2019Q2,0,1,0,Industrial Materials
SCCO.JK,2019Q2,1.020767983,1,0,Electronic and Electrical Equipment
SCMA.JK,2019Q2,4.244309767,1,0,Media
SCNP.JK,2019Q2,0,0,0,Household Goods and Home Construction
SCPI.JK,2019Q2,0.523470665,0,0,Pharmaceuticals and Biotechnology
SDMU.JK,2019Q2,-2.833252232,1,0,Industrial Transportation
SDPC.JK,2019Q2,0.291289226,0,0,Pharmaceuticals and Biotechnology
SDRA.JK,2019Q2,0.44636093,0,0,Banks
SFAN.JK,2019Q2,0,1,0,Industrial Support Services
SGER.JK,2019Q2,0,0,0,"Oil, Gas and Coal"
SGRO.JK,2019Q2,-0.245902414,0,0,Food Producers
SHID.JK,2019Q2,-1.070796877,1,0,Travel and Leisure
SHIP.JK,2019Q2,1.617319348,1,0,Industrial Transportation
SIDO.JK,2019Q2,4.889977142,0,0,Food Producers
SILO.JK,2019Q2,0.021634139,0,0,Health Care Providers
SIMA.JK,2019Q2,-1.097682076,0,0,General Industrials
SIMP.JK,2019Q2,-1.018853275,0,0,Food Producers
SINI.JK,2019Q2,0,1,0,Travel and Leisure
SIPD.JK,2019Q2,0.770222788,0,0,Food Producers
SKBM.JK,2019Q2,-0.00678084,0,0,Food Producers
SKLT.JK,2019Q2,1.626114202,0,0,Food Producers
SKRN.JK,2019Q2,1.40406048,1,0,Industrial Transportation
SKYB.JK,2019Q2,-2.029306099,0,0,Telecommunications Equipment
SLIS.JK,2019Q2,0,1,0,Electronic and Electrical Equipment
SMAR.JK,2019Q2,-0.690580123,0,0,Food Producers
SMBR.JK,2019Q2,0.061990452,0,0,Construction and Materials
SMCB.JK,2019Q2,-0.820438104,0,0,Construction and Materials
SMDM.JK,2019Q2,0.743036216,0,0,Real Estate Investment and Services Development
SMDR.JK,2019Q2,-5.977597976,1,0,Industrial Transportation
SMGR.JK,2019Q2,0.31352895,0,0,Construction and Materials
SMKL.JK,2019Q2,0,0,0,General Industrials
SMMA.JK,2019Q2,0.177587636,0,0,Investment Banking and Brokerage Services
SMMT.JK,2019Q2,2.190315774,0,0,"Oil, Gas and Coal"
SMRA.JK,2019Q2,0.472987189,0,0,Real Estate Investment and Services Development
SMRU.JK,2019Q2,-2.395472596,1,0,Industrial Metals and Mining
SMSM.JK,2019Q2,4.176188418,1,0,Automobiles and Parts
SOCI.JK,2019Q2,0.551949328,1,0,Industrial Transportation
SOFA.JK,2019Q2,0,0,0,Household Goods and Home Construction
SOHO.JK,2019Q2,0,0,0,Pharmaceuticals and Biotechnology
SONA.JK,2019Q2,1.238689335,1,0,Travel and Leisure
SOSS.JK,2019Q2,5.802963868,1,0,Industrial Support Services
SOTS.JK,2019Q2,-2.357936078,0,0,Real Estate Investment and Services Development
SPMA.JK,2019Q2,1.49565718,1,0,Industrial Materials
SPTO.JK,2019Q2,1.610951859,1,0,Retailers
SQMI.JK,2019Q2,142.7224542,1,0,Industrial Metals and Mining
SRAJ.JK,2019Q2,0.14220731,0,0,Health Care Providers
SRIL.JK,2019Q2,2.031630698,1,0,Personal Goods
SRSN.JK,2019Q2,0.979246113,0,0,Chemicals
SRTG.JK,2019Q2,9.244651386,0,0,Investment Banking and Brokerage Services
SSIA.JK,2019Q2,-0.115146626,0,0,Construction and Materials
SSMS.JK,2019Q2,-1.147111359,0,0,Food Producers
SSTM.JK,2019Q2,-0.001421902,1,0,Personal Goods
STAR.JK,2019Q2,0.004165056,0,0,"Oil, Gas and Coal"
STTP.JK,2019Q2,4.205722581,0,0,Food Producers
SUGI.JK,2019Q2,-9.776228048,0,0,"Oil, Gas and Coal"
SULI.JK,2019Q2,-5.680840617,1,0,Industrial Materials
SUPR.JK,2019Q2,-0.155703655,0,0,Telecommunications Service Providers
SURE.JK,2019Q2,0.004230647,0,0,"Oil, Gas and Coal"
SWAT.JK,2019Q2,0.002081089,0,0,General Industrials
TALF.JK,2019Q2,0.365198324,0,0,General Industrials
TAMA.JK,2019Q2,0,0,0,Construction and Materials
TAMU.JK,2019Q2,-0.71396097,1,0,Industrial Transportation
TARA.JK,2019Q2,0.027043701,0,0,Real Estate Investment and Services Development
TAXI.JK,2019Q2,-7.106973714,1,0,Travel and Leisure
TBIG.JK,2019Q2,0.593848748,0,0,Telecommunications Equipment
TBLA.JK,2019Q2,0.942669098,0,0,Food Producers
TBMS.JK,2019Q2,0.814050915,1,0,Industrial Metals and Mining
TCID.JK,2019Q2,0.902408031,1,0,Personal Goods
TCPI.JK,2019Q2,2.762249801,1,0,Industrial Transportation
TDPM.JK,2019Q2,1.307531928,0,0,Chemicals
TEBE.JK,2019Q2,0,0,0,Construction and Materials
TECH.JK,2019Q2,0,1,0,Software & Computer Services
TELE.JK,2019Q2,0.149853874,0,0,Telecommunications Equipment
TFAS.JK,2019Q2,0,0,0,Telecommunications Equipment
TFCO.JK,2019Q2,-0.004500139,0,0,Chemicals
TGKA.JK,2019Q2,3.523692465,0,0,"Personal Care, Drug and Grocery Stores"
TGRA.JK,2019Q2,0.273987311,1,0,Electricity
TIFA.JK,2019Q2,0.663080047,0,0,Finance and Credit Services
TINS.JK,2019Q2,-0.442166826,1,0,Industrial Metals and Mining
TIRA.JK,2019Q2,-0.252318585,1,0,Industrial Engineering
TIRT.JK,2019Q2,-0.092981093,0,0,Construction and Materials
TKIM.JK,2019Q2,1.908094816,1,0,Industrial Materials
TLKM.JK,2019Q2,3.217037327,0,0,Telecommunications Service Providers
TMAS.JK,2019Q2,1.49063915,1,0,Industrial Transportation
TMPO.JK,2019Q2,0,1,0,Media
TNCA.JK,2019Q2,0.668101535,1,0,Industrial Transportation
TOBA.JK,2019Q2,2.559190007,0,0,"Oil, Gas and Coal"
TOPS.JK,2019Q2,0.541837953,0,0,Construction and Materials
TOTL.JK,2019Q2,1.246392424,0,0,Construction and Materials
TOTO.JK,2019Q2,0.780613884,0,0,Construction and Materials
TOWR.JK,2019Q2,2.073529256,0,0,Telecommunications Service Providers
TOYS.JK,2019Q2,0,1,0,Leisure Goods
TPIA.JK,2019Q2,0.504692029,0,0,Chemicals
TPMA.JK,2019Q2,1.223725586,1,0,Industrial Transportation
TRAM.JK,2019Q2,1.433497399,1,0,Industrial Transportation
TRIL.JK,2019Q2,-0.964305605,1,0,Industrial Support Services
TRIM.JK,2019Q2,1.009190384,0,0,Investment Banking and Brokerage Services
TRIN.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
TRIO.JK,2019Q2,-8.815557225,0,0,Telecommunications Equipment
TRIS.JK,2019Q2,0.083258312,1,0,Personal Goods
TRJA.JK,2019Q2,0,1,0,Industrial Transportation
TRST.JK,2019Q2,0.250774599,0,0,General Industrials
TRUK.JK,2019Q2,-0.750778827,1,0,Industrial Transportation
TRUS.JK,2019Q2,1.800504517,0,0,Investment Banking and Brokerage Services
TSPC.JK,2019Q2,1.588278645,0,0,Pharmaceuticals and Biotechnology
TUGU.JK,2019Q2,0.596517768,1,0,Non-life Insurance
TURI.JK,2019Q2,2.37797619,1,0,Retailers
UANG.JK,2019Q2,0,0,0,Real Estate Investment and Services Development
UCID.JK,2019Q2,0,0,0,"Personal Care, Drug and Grocery Stores"
ULTJ.JK,2019Q2,3.476990591,0,0,Food Producers
UNIC.JK,2019Q2,0.576810679,0,0,Chemicals
UNIT.JK,2019Q2,-0.022568124,0,0,Investment Banking and Brokerage Services
UNSP.JK,2019Q2,0.251735184,0,0,Food Producers
UNTR.JK,2019Q2,2.182048976,1,0,Industrial Engineering
UNVR.JK,2019Q2,8.884577097,0,0,"Personal Care, Drug and Grocery Stores"
URBN.JK,2019Q2,-0.185743022,0,0,Real Estate Investment and Services Development
VICI.JK,2019Q2,0,0,0,"Personal Care, Drug and Grocery Stores"
VICO.JK,2019Q2,0.072473968,0,0,Investment Banking and Brokerage Services
VINS.JK,2019Q2,1.079776372,1,0,Non-life Insurance
VIVA.JK,2019Q2,-1.691860423,0,0,Telecommunications Service Providers
VOKS.JK,2019Q2,1.515345657,0,0,Technology Hardware & Equipment
VRNA.JK,2019Q2,-0.731841949,0,0,Finance and Credit Services
WAPO.JK,2019Q2,-1.03080623,0,0,Food Producers
WEGE.JK,2019Q2,1.855259863,0,0,Construction and Materials
WEHA.JK,2019Q2,0.855308279,1,0,Travel and Leisure
WICO.JK,2019Q2,-1.715550667,1,0,Retailers
WIIM.JK,2019Q2,0.253344157,1,0,Tobacco
WIKA.JK,2019Q2,1.145187902,0,0,Construction and Materials
WINS.JK,2019Q2,-1.080997746,1,0,Industrial Transportation
WOMF.JK,2019Q2,0.407565226,0,0,Finance and Credit Services
WOOD.JK,2019Q2,1.352118623,0,0,Household Goods and Home Construction
WOWS.JK,2019Q2,0,0,0,"Oil, Gas and Coal"
WSBP.JK,2019Q2,0.614917766,0,0,Construction and Materials
WSKT.JK,2019Q2,0.167029431,0,0,Construction and Materials
WTON.JK,2019Q2,1.084933854,0,0,Construction and Materials
XCID.JK,2019Q2,0,1,0,Real Estate Investment Trusts
YELO.JK,2019Q2,0.452363677,1,0,Consumer Services
YPAS.JK,2019Q2,-0.714192546,0,0,Chemicals
YULE.JK,2019Q2,0.811709944,0,0,Investment Banking and Brokerage Services
ZBRA.JK,2019Q2,-1.081164544,1,0,Travel and Leisure
ZINC.JK,2019Q2,4.004027402,1,0,Industrial Metals and Mining
ZONE.JK,2019Q2,6.318609515,1,0,Retailers
